,ori,ncic_agency_name,state_abbr,city_name
10754,MN0750600,UNIV OF MINN PD MORRIS,MN,MORRIS
10755,MN0760000,SWIFT CO SO BENSON,MN,BENSON
10756,MN0760100,APPLETON PD,MN,APPLETON
10757,MN0760200,BENSON PD,MN,BENSON
10758,MN0770000,TODD CO SO LONG PRAIRIE,MN,LONG PRAIRIE
10759,MN0770100,LONG PRAIRIE PD,MN,LONG PRAIRIE
10760,MN0770200,STAPLES PD,MN,STAPLES
10761,MN0770500,,MN,
10762,MN0780000,TRAVERSE CO SO WHEATON,MN,WHEATON
10763,MN0780100,BROWNS VALLEY PD,MN,BROWNS VALLEY
10764,MN0780200,WHEATON PD,MN,WHEATON
10765,MN0790000,WABASHA CO SO WABASHA,MN,WABASHA
10766,MN0790100,LAKE CITY PD,MN,LAKE CITY
10767,MN0790200,PLAINVIEW PD,MN,PLAINVIEW
10768,MN0790300,WABASHA PD,MN,WABASHA
10769,MN0790400,ELGIN PD,MN,ELGIN
10770,MN0800000,WADENA CO SO WADENA,MN,WADENA
10771,MN0800100,WADENA PD,MN,WADENA
10772,MN0800200,,MN,
10773,MN0800300,,MN,
10774,MN0800400,,MN,MENAHGA
10775,MN0810000,WASECA,MN,WASECA
10776,MN0810100,JANESVILLE PD,MN,JANESVILLE
10777,MN0810200,NEW RICHLAND PD,MN,NEW RICHLAND
10778,MN0810300,WASECA PD,MN,WASECA
10779,MN0820000,WASHINGTON CO SO STILLWATER,MN,STILLWATER
10780,MN0820100,BAYPORT PD,MN,BAYPORT
10781,MN0820200,FOREST LAKE PD,MN,FOREST LAKE
10782,MN0820300,MAHTOMEDI PD,MN,STILLWATER
10783,MN0820400,NEWPORT PD,MN,NEWPORT
10784,MN0820500,ST PAUL PARK PD,MN,SAINT PAUL PARK
10785,MN0820600,STILLWATER PD,MN,STILLWATER
10786,MN0820700,COTTAGE GROVE PD,MN,COTTAGE GROVE
10787,MN0820800,OAKDALE PD,MN,OAKDALE
10788,MN0820900,WOODBURY TOWNSHIP,MN,NEWPORT
10789,MN0821000,LAKE ELMO PD,MN,STILLWATER
10790,MN0821100,WOODBURY PD,MN,WOODBURY
10791,MN0821200,HUGO PD,MN,STILLWATER
10792,MN0821400,OAK PARK HEIGHTS PD,MN,STILLWATER
10793,MN082190X,AFTON,MN,
10794,MN0830000,WATONWAN CO SO ST JAMES,MN,SAINT JAMES
10795,MN0830100,,MN,MADELIA
10796,MN0830200,ST JAMES PD,MN,SAINT JAMES
10797,MN0840000,WILKIN CO SO BRECKENRIDGE,MN,BRECKENRIDGE
10798,MN0840100,BRECKENRIDGE PD,MN,BRECKENRIDGE
10799,MN0850000,WINONA CO SO WINONA,MN,WINONA
10800,MN0850100,ST CHARLES PD,MN,ST. CHARLES
10801,MN0850200,WINONA PD,MN,WINONA
10802,MN0850300,GOODVIEW PD WINONA,MN,WINONA
10803,MN0850400,LEWISTON PD,MN,LEWISTON
10804,MN0860000,WRIGHT CO SO BUFFALO,MN,BUFFALO
10805,MN0860100,BUFFALO PD,MN,BUFFALO
10806,MN0860300,DELANO PD,MN,DELANO
10807,MN0860400,,MN,HOWARD LAKE
10808,MN0860500,MONTICELLO PD,MN,BUFFALO
10809,MN0860600,ANNANDALE PD,MN,ANNANDALE
10810,MN0861200,ROCKFORD POLICE DEPARTMENT ROCKFORD,MN,ROCKFORD
10811,MN0870000,YELLOW MEDICINE CO SO GRANITE FALLS,MN,GRANITE FALLS
10812,MN0870100,CANBY PD,MN,CANBY
10813,MN0870200,GRANITE FALLS PD,MN,GRANITE FALLS
10814,MN0870300,CLARKFIELD,MN,CLARKFIELD
10815,MN0870400,ECHO,MN,ECHO
10816,MNATFSP00,"Bureau of Alcohol Tobacco and Firearms, St. Paul",FS,
10817,MNBCA0000,BUREAU OF CRIMINAL APPREHENSION,MN,ST. PAUL
10818,MNCON0000,,MN,ST PAUL
10819,MNCON0200,"DEPT OF NATURAL RESOURCES, BEMIDJI",MN,
10820,MNDI00100,GRAND PORTAGE NM,MN,
10821,MNDI00200,PIPESTONE NM,MN,
10822,MNDI00300,VOYAGEURS NAT'L PARK,MN,
10823,MNDI00500,LEECH LAKE BAND OF OJIBWE,MN,CASS LAKE
10824,MNDI02300,UPPER SIOUX COMMUNITY,MN,GRANITE FALLS
10825,MNDI02400,MILLE LACS TRIBAL POLICE DEPARTMENT,MN,ONAMIA
10826,MNDI05000,BU IND AFF DIV LAW ENF RED LAKE AGENCY RED LAKE,MN,RED LAKE
10827,MNDI05100,BU IND AFF LAW ENF IND RESERVATION PD NETT LAKE,MN,ORR
10828,MNDI06000,LOWER SIOUX POLICE DEPARTMENT,MN,MORTON
10829,MNDI07000,FOND DU LAC TRIBAL,MN,CLOQUET
10830,MNDOA0100,"US FOREST SERVICE, DULUTH",MN,
10831,MNFBIMP00,,FS,
10832,MNGED0000,,MN,
10833,MNKST0000,,MN,
10834,MNMHP0100,DPS-SP DISTRICT 2400,MN,OAKDALE
10835,MNMHP0200,DPS-SP DISTRICT 2100 ROCHESTER,MN,ROCHESTER
10836,MNMHP0300,DPS-SP DISTRICT 2300 MARSHALL,MN,MARSHALL
10837,MNMHP0400,DPS-SP GOLDEN VALLEY DIST 2500,MN,GOLDEN VALLEY
10838,MNMHP0600,DPS-SP DISTRICT 2600 ST CLOUD,MN,ST CLOUD
10839,MNMHP0700,DPS-SP DISTRICT 2800 BRAINERD,MN,BRAINERD
10840,MNMHP0800,DPS-SP DISTRICT 2900 DETROIT LAKES,MN,DETROIT LAKES
10841,MNMHP0900,DPS-SP DISTRICT 3200 THIEF RIVER FALLS,MN,THIEF RIVER FALLS
10842,MNMHP1000,DPS-SP DISTRICT 3100 VIRGINIA,MN,VIRGINIA
10843,MNMHP1100,DPS-SP DISTRICT 2700 DULUTH,MN,DULUTH
10844,MNMHP1200,DPS-SP DISTRICT 2200 MANKATO,MN,MANKATO
10845,MNMHP1300,DPS-SP CAPITOL SECURITY ST PAUL,MN,ST PAUL
10846,MNMHP2000,DPS-SP METRO DISPATCH ROSEVILLE,MN,
10847,MNUSM0100,"US MARSHALS SERVICE, MINNEAPOLIS",MN,
10848,MO0010000,ADAIR,MO,KIRKSVILLE
10849,MO0010100,KIRKSVILLE,MO,KIRKSVILLE
10850,MO0010600,TRUMAN STATE UNIVERSITY,MO,KIRKSVILLE
10851,MO0020000,ANDREW,MO,SAVANNAH
10852,MO0020100,SAVANNAH,MO,SAVANNAH
10853,MO0020500,COUNTRY CLUB VILLAGE,MO,COUNTRY CLUB VILLAGE
10854,MO0030000,ATCHISON,MO,ROCKPORT
10855,MO0030200,ROCK PORT,MO,ROCK PORT
10856,MO0030300,TARKIO,MO,TARKIO
10857,MO0040000,AUDRAIN,MO,MEXICO
10858,MO0040100,FARBER,MO,FARBER
10859,MO0040200,,MO,LADDONIA
10860,MO0040300,MARTINSBURG,MO,MARTINSBURG
10861,MO0040400,MEXICO,MO,MEXICO
10862,MO0040500,VANDALIA,MO,VANDALIA
10863,MO0050000,BARRY,MO,CASSVILLE
10864,MO0050100,CASSVILLE,MO,CASSVILLE
10865,MO0050200,MONETT,MO,MONETT
10866,MO0050300,EXETER,MO,EXETER
10867,MO0050400,PURDY,MO,PURDY
10868,MO0050500,SELIGMAN,MO,SELIGMAN
10869,MO0050700,WASHBURN,MO,WASHBURN
10870,MO0050800,WHEATON,MO,WHEATON
10871,MO0051000,BUTTERFIELD VILLAGE,MO,BUTTERFIELD
10872,MO0060000,BARTON,MO,LAMAR
10873,MO0060100,LAMAR,MO,LAMAR
10874,MO0060800,GOLDEN CITY,MO,GOLDEN CITY
10875,MO0060900,LIBERAL,MO,LIBERAL
10876,MO0070000,BATES,MO,BUTLER
10877,MO0070100,ADRIAN,MO,ADRIAN
10878,MO0070200,BUTLER,MO,BUTLER
10879,MO0070400,RICH HILL,MO,RICH HILL
10880,MO0080000,BENTON,MO,WARSAW
10881,MO0080100,COLE CAMP,MO,COLE CAMP
10882,MO0080200,LINCOLN,MO,LINCOLN
10883,MO0080300,WARSAW,MO,WARSAW
10884,MO0090000,BOLLINGER,MO,MARBLE HILL
10885,MO0090200,MARBLE HILL,MO,MARBLE HILL
10886,MO0100000,BOONE,MO,COLUMBIA
10887,MO0100100,CENTRALIA,MO,CENTRALIA
10888,MO0100200,COLUMBIA,MO,COLUMBIA
10889,MO0100300,STURGEON,MO,STURGEON
10890,MO0100400,UNIV OF MO: COLUMBIA,MO,COLUMBIA
10891,MO0100500,ASHLAND,MO,ASHLAND
10892,MO0100600,HALLSVILLE,MO,HALLSVILLE
10893,MO0110000,BUCHANAN,MO,SAINT JOSEPH
10894,MO0110100,ST. JOSEPH,MO,SAINT JOSEPH
10895,MO0110400,EASTON,MO,EASTON
10896,MO0111000,,MO,
10897,MO0111100,MO WESTERN STATE UNIVERS,MO,ST JOSEPH
10898,MO0120000,BUTLER,MO,POPLAR BLUFF
10899,MO0120200,POPLAR BLUFF,MO,POPLAR BLUFF
10900,MO0120300,QULIN,MO,QULIN
10901,MO0120500,THREE RIVERS COMMUNITY C,MO,POPLAR BLUFF
10902,MO0130000,CALDWELL,MO,KINGSTON
10903,MO0130100,BRAYMER,MO,BRAYMER
10904,MO0130200,BRECKENRIDGE,MO,BRECKENRIDGE
10905,MO0130300,HAMILTON,MO,HAMILTON
10906,MO0130700,POLO,MO,POLO
10907,MO0140000,CALLAWAY,MO,FULTON
10908,MO0140100,AUXVASSE,MO,AUXVASSE
10909,MO0140300,FULTON,MO,FULTON
10910,MO0140400,NEW BLOOMFIELD,MO,NEW BLOOMFIELD
10911,MO0140500,HOLTS SUMMIT,MO,HOLTS SUMMIT
10912,MO0140700,MOKANE,MO,MOKANE
10913,MO0150000,CAMDEN,MO,CAMDENTON
10914,MO0150100,CAMDENTON,MO,CAMDENTON
10915,MO0150200,OSAGE BEACH,MO,OSAGE BEACH
10916,MO0150600,LINN CREEK,MO,LINN CREEK
10917,MO0150900,SUNRISE BEACH,MO,SUNRISE BEACH
10918,MO0160000,CAPE GIRARDEAU,MO,JACKSON
10919,MO0160100,CAPE GIRARDEAU,MO,CAPE GIRARDEAU
10920,MO0160200,JACKSON,MO,JACKSON
10921,MO0160300,DELTA,MO,DELTA
10922,MO0160900,SOUTHEAST MO STATE UNIVE,MO,CAPE GIRARDEAU
10923,MO0170000,CARROLL,MO,CARROLLTON
10924,MO0170100,CARROLLTON,MO,CARROLLTON
10925,MO0170300,NORBORNE,MO,NORBORNE
10926,MO0180000,CARTER,MO,VAN BUREN
10927,MO0180100,VAN BUREN,MO,VAN BUREN
10928,MO0180200,ELLSINORE,MO,ELLSINORE
10929,MO0180300,GRANDIN,MO,GRANDIN
10930,MO0190000,CASS,MO,HARRISONVILLE
10931,MO0190100,ARCHIE,MO,ARCHIE
10932,MO0190200,BELTON,MO,BELTON
10933,MO0190300,DREXEL,MO,DREXEL
10934,MO0190400,HARRISONVILLE,MO,HARRISONVILLE
10935,MO0190500,PLEASANT HILL,MO,PLEASANT HILL
10936,MO0190600,PECULIAR,MO,PECULIAR
10937,MO0190700,RAYMORE,MO,RAYMORE
10938,MO0190800,GARDEN CITY,MO,GARDEN CITY
10939,MO0190900,CREIGHTON,MO,CREIGHTON
10940,MO0191000,LAKE WINNEBAGO,MO,GREENWOOD
10941,MO0191100,CLEVELAND,MO,CLEVELAND
10942,MO0191200,EAST LYNNE,MO,EAST LYNNE
10943,MO0191300,FREEMAN,MO,FREEMAN
10944,MO0191500,LAKE ANNETTE,MO,LAKE ANNETTE
10945,MO0191600,STRASBURG,MO,STRASBURG
10946,MO0200000,CEDAR,MO,STOCKTON
10947,MO0200100,EL DORADO SPRINGS,MO,ELDORADO SPRINGS
10948,MO0200200,STOCKTON,MO,STOCKTON
10949,MO0210000,CHARITON,MO,KEYTESVILLE
10950,MO0210100,BRUNSWICK,MO,BRUNSWICK
10951,MO0210200,KEYTESVILLE,MO,KEYTESVILLE
10952,MO0210400,SALISBURY,MO,SALISBURY
10953,MO0220000,CHRISTIAN,MO,OZARK
10954,MO0220100,BILLINGS,MO,BILLINGS
10955,MO0220200,NIXA,MO,NIXA
10956,MO0220300,OZARK,MO,OZARK
10957,MO0220400,CLEVER,MO,CLEVER
10958,MO0220500,SPARTA,MO,SPARTA
10959,MO0220800,HIGHLANDVILLE,MO,HIGHLANDVILLE
10960,MO0230000,CLARK,MO,KAHOKA
10961,MO0230100,KAHOKA,MO,KAHOKA
10962,MO0230400,REVERE,MO,REVERE
10963,MO0240000,CLAY,MO,LIBERTY
10964,MO0240200,CLAYCOMO,MO,KANSAS CITY
10965,MO0240300,EXCELSIOR SPRINGS,MO,EXCELSIOR SPRINGS
10966,MO0240400,GLADSTONE,MO,KANSAS CITY
10967,MO0240500,KEARNEY,MO,KEARNEY
10968,MO0240600,LIBERTY,MO,LIBERTY
10969,MO0240700,NORTH KANSAS CITY,MO,KANSAS CITY
10970,MO0240800,SMITHVILLE,MO,SMITHVILLE
10971,MO0240900,PLEASANT VALLEY,MO,PLEASANT VALLEY
10972,MO0241000,OAKVIEW VILLAGE,MO,KANSAS CITY
10973,MO0241500,MOSBY,MO,MOSBY
10974,MO0241600,CLAY COUNTY PARK AUTHORI,MO,SMITHVILLE
10975,MO0241700,RANDOLPH,MO,RANDOLPH
10976,MO0241900,BIRMINGHAM,MO,BIRMINGHAM
10977,MO0242000,CLAY CNTY DRUG TASK FO,MO,LIBERTY
10978,MO0250000,CLINTON,MO,PLATTSBURG
10979,MO0250100,CAMERON,MO,CAMERON
10980,MO0250200,GOWER,MO,GOWER
10981,MO0250300,HOLT,MO,HOLT
10982,MO0250400,LATHROP,MO,LATHROP
10983,MO0250500,PLATTSBURG,MO,PLATTSBURG
10984,MO0250700,TRIMBLE,MO,TRIMBLE
10985,MO0260000,COLE,MO,JEFFERSON CITY
10986,MO0260100,JEFFERSON CITY,MO,JEFFERSON CITY
10987,MO026045Y,,MO,
10988,MO0261100,STATE WATER PATROL,MO,JEFFERSON CITY
10989,MO0261200,STATE FIRE MARSHAL,MO,JEFFERSON CITY
10990,MO0261300,DIV ALCOHOL & TBCC CNTRL,MO,JEFFERSON CITY
10991,MO0261500,DEPT OF CONSERVATION,MO,JEFFERSON CITY
10992,MO0261600,STATE PARK RANGERS,MO,JEFFERSON CITY
10993,MO0261700,CAPITOL POLICE,MO,JEFFERSON CITY
10994,MO0261800,LINCOLN UNIVERSITY,MO,JEFFERSON CITY
10995,MO0262100,DPT SCL SRVCS ST TECH AT,MO,JEFFERSON CITY
10996,MO0262200,,MO,JEFFERSON CITY
10997,MO026250X,"GAMING COMMISSION, ENF D",MO,
10998,MO0270000,COOPER,MO,BOONVILLE
10999,MO0270100,BOONVILLE,MO,BOONVILLE
11000,MO0270300,OTTERVILLE,MO,OTTERVILLE
11001,MO0270400,,MO,
11002,MO0270500,PILOT GROVE,MO,PILOT GROVE
11003,MO0280000,CRAWFORD,MO,STEELVILLE
11004,MO0280100,BOURBON,MO,BOURBON
11005,MO0280200,CUBA,MO,CUBA
11006,MO0280300,STEELVILLE,MO,STEELVILLE
11007,MO0280600,LEASBURG,MO,LEASBURG
11008,MO0281000,SULLIVAN,MO,SULLIVAN
11009,MO0281200,,MO,SULLIVAN
11010,MO0290000,DADE,MO,GREENFIELD
11011,MO0290100,GREENFIELD,MO,GREENFIELD
11012,MO0290200,LOCKWOOD,MO,LOCKWOOD
11013,MO0290600,EVERTON,MO,EVERTON
11014,MO0300000,DALLAS,MO,BUFFALO
11015,MO0300100,BUFFALO,MO,BUFFALO
11016,MO0300200,URBANA,MO,URBANA
11017,MO0310000,DAVIESS,MO,GALLATIN
11018,MO0310100,GALLATIN,MO,GALLATIN
11019,MO0320000,DE KALB,MO,MAYSVILLE
11020,MO0320100,MAYSVILLE,MO,MAYSVILLE
11021,MO0320300,STEWARTSVILLE,MO,STEWARTSVILLE
11022,MO0330000,DENT,MO,SALEM
11023,MO0330100,SALEM,MO,SALEM
11024,MO0340000,DOUGLAS,MO,AVA
11025,MO0340100,AVA,MO,AVA
11026,MO0350000,DUNKLIN,MO,KENNETT
11027,MO0350100,CAMPBELL,MO,CAMBELL
11028,MO0350200,CARDWELL,MO,CARDWELL
11029,MO0350300,CLARKTON,MO,CLARKTON
11030,MO0350400,HORNERSVILLE,MO,HORNERSVILLE
11031,MO0350500,KENNETT,MO,KENNETT
11032,MO0350600,MALDEN,MO,MALDEN
11033,MO0350700,SENATH,MO,SENATH
11034,MO0350800,HOLCOMB,MO,HOLCOMB
11035,MO0350900,ARBYRD,MO,ARBYRD
11036,MO0360000,FRANKLIN,MO,UNION
11037,MO0360100,,MO,
11038,MO0360200,GERALD,MO,GERALD
11039,MO0360300,NEW HAVEN,MO,NEW HAVEN
11040,MO0360400,PACIFIC,MO,PACIFIC
11041,MO0360500,ST. CLAIR,MO,SAINT CLAIR
11042,MO0360600,SULLIVAN,MO,SULLIVAN
11043,MO0360700,UNION,MO,UNION
11044,MO0360800,WASHINGTON,MO,WASHINGTON
11045,MO0361700,MIRAMIGUOA,MO,SULLIVAN
11046,MO0370000,GASCONADE,MO,HERMANN
11047,MO0370100,BLAND,MO,BLAND
11048,MO0370200,HERMANN,MO,HERMANN
11049,MO0370300,OWENSVILLE,MO,OWENSVILLE
11050,MO0370400,ROSEBUD,MO,ROSEBUD
11051,MO0370500,,MO,GASCONADE
11052,MO0380000,GENTRY,MO,ALBANY
11053,MO0380200,KING CITY,MO,KING CITY
11054,MO0380300,STANBERRY,MO,STANBERRY
11055,MO0390000,GREENE,MO,SPRINGFIELD
11056,MO0390100,ASH GROVE,MO,ASH GROVE
11057,MO0390200,REPUBLIC,MO,REPUBLIC
11058,MO0390300,SPRINGFIELD,MO,SPRINGFIELD
11059,MO0390400,WALNUT GROVE,MO,WALNUT GROVE
11060,MO0390500,BATTLEFIELD,MO,BATTLEFIELD
11061,MO0390700,FAIR GROVE,MO,FAIR GROVE
11062,MO0390800,STRAFFORD,MO,STRAFFORD
11063,MO0390900,WILLARD,MO,WILLARD
11064,MO0391400,SPRINGFIELD-BRANSON ARPT,MO,SPRINGFIELD
11065,MO0391700,,MO,
11066,MO0391800,,MO,SPRINGFIELD
11067,MO0400000,GRUNDY,MO,TRENTON
11068,MO0400100,TRENTON,MO,TRENTON
11069,MO0410000,HARRISON,MO,BETHANY
11070,MO0410100,BETHANY,MO,BETHANY
11071,MO0410500,GILMAN CITY,MO,BETHANY
11072,MO0420000,HENRY,MO,CLINTON
11073,MO0420100,CLINTON,MO,CLINTON
11074,MO0420200,DEEPWATER,MO,DEEPWATER
11075,MO0420300,WINDSOR,MO,WINDSOR
11076,MO0420400,MONTROSE,MO,MONTROSE
11077,MO0420800,URICH,MO,URICH
11078,MO0430000,HICKORY,MO,HERMITAGE
11079,MO0440000,HOLT,MO,OREGON
11080,MO0440400,MOUND CITY,MO,MOUND CITY
11081,MO0440500,OREGON,MO,OREGON
11082,MO0450000,HOWARD,MO,FAYETTE
11083,MO0450100,FAYETTE,MO,FAYETTE
11084,MO0450200,GLASGOW,MO,GLASGOW
11085,MO0450300,NEW FRANKLIN,MO,NEW FRANKLIN
11086,MO0460000,HOWELL,MO,WEST PLAINS
11087,MO0460100,MOUNTAIN VIEW,MO,MOUNTAIN VIEW
11088,MO0460200,WEST PLAINS,MO,WEST PLAINS
11089,MO0460300,WILLOW SPRINGS,MO,WILLOW SPRINGS
11090,MO0470000,IRON,MO,IRONTON
11091,MO0470100,IRONTON,MO,IRONTON
11092,MO0470200,PILOT KNOB,MO,PILOT KNOB
11093,MO0470300,ANNAPOLIS,MO,IRONTON
11094,MO0470400,,MO,ARCADIA
11095,MO0470500,VIBURNUM,MO,VIBURNUM
11096,MO0480000,JACKSON,MO,LEES SUMMIT
11097,MO0480100,BLUE SPRINGS,MO,BLUE SPRINGS
11098,MO0480200,BUCKNER,MO,BUCKNER
11099,MO0480300,GRAIN VALLEY,MO,GRAIN VALLEY
11100,MO0480400,GRANDVIEW,MO,GRANDVIEW
11101,MO0480500,GREENWOOD,MO,GREENWOOD
11102,MO0480600,INDEPENDENCE,MO,INDEPENDENCE
11103,MO0480700,LAKE LOTAWANA,MO,LEES SUMMIT
11104,MO0480800,LEE'S SUMMIT,MO,LEE'S SUMMIT
11105,MO0480900,OAK GROVE,MO,OAK GROVE
11106,MO0481000,RAYTOWN,MO,KANSAS CITY
11107,MO0481100,SUGAR CREEK,MO,INDEPENDENCE
11108,MO0481200,LONE JACK,MO,LONE JACK
11109,MO0481300,LAKE TAPAWINGO,MO,BLUE SPRINGS
11110,MO0481900,METROPOLITAN COMMUNITY COLLEGE POLICE DEPARTMENT,MO,KANSAS CITY
11111,MO0482000,UNIV OF MO: KANSAS CITY,MO,KANSAS CITY
11112,MO0482300,JACKSON COUNTY PARK RGRS,MO,BLUE SPRINGS
11113,MO048270X,JACKSON COUNTY DRUG T F,MO,
11114,MO0490000,JASPER,MO,CARTHAGE
11115,MO0490100,CARL JUNCTION,MO,CARL JUNCTION
11116,MO0490200,CARTERVILLE,MO,CARTERVILLE
11117,MO0490300,CARTHAGE,MO,CARTHAGE
11118,MO0490400,JASPER,MO,JASPER
11119,MO0490500,SARCOXIE,MO,SARCOXIE
11120,MO0490600,WEBB CITY,MO,WEBB CITY
11121,MO0490700,JOPLIN,MO,JOPLIN
11122,MO0491400,DUENWEG,MO,DUENWEG
11123,MO0491500,DUQUESNE,MO,JOPLIN
11124,MO0492100,ORONOGO,MO,ORONOGO
11125,MO0492200,PURCELL,MO,PURCELL
11126,MO0492600,JASCO METROPOLITAN,MO,ORONOGO
11127,MO0492800,MO SOUTHERN STATE UNIV,MO,JOPLIN
11128,MO0500000,JEFFERSON,MO,HILLSBORO
11129,MO0500100,CRYSTAL CITY,MO,CRYSTAL CITY
11130,MO0500200,DE SOTO,MO,DE SOTO
11131,MO0500300,FESTUS,MO,FESTUS
11132,MO0500400,HILLSBORO,MO,HILLSBORO
11133,MO0500500,KIMMSWICK,MO,KIMMSWICK
11134,MO0500600,PEVELY,MO,PEVELY
11135,MO0500700,ARNOLD,MO,ARNOLD
11136,MO0500800,HERCULANEUM,MO,HERCULANEUM
11137,MO0500900,OLYMPIAN VILLAGE,MO,DE SOTO
11138,MO0501500,BYRNES MILL,MO,HOUSE SPRINGS
11139,MO0501900,,MO,HILLSBORO
11140,MO0502100,,MO,
11141,MO0510000,JOHNSON,MO,WARRENSBURG
11142,MO0510100,HOLDEN,MO,HOLDEN
11143,MO0510200,KNOB NOSTER,MO,KNOB NOSTER
11144,MO0510300,WARRENSBURG,MO,WARRENSBURG
11145,MO0510400,UNIV OF CENTRAL MISSOURI,MO,WARRENSBURG
11146,MO0510500,CENTERVIEW,MO,CNETERVIEW
11147,MO0510600,,MO,
11148,MO0510700,KINGSVILLE,MO,KINGSVILLE
11149,MO0510800,LA TOUR VILLAGE,MO,LA TOUR
11150,MO0510900,LEETON,MO,LEETON
11151,MO0520000,KNOX,MO,EDINA
11152,MO0520200,EDINA,MO,EDINA
11153,MO0530000,LACLEDE,MO,LEBANON
11154,MO0530100,CONWAY,MO,CONWAY
11155,MO0530200,LEBANON,MO,LEBANON
11156,MO0540000,LAFAYETTE,MO,LEXINGTON
11157,MO0540100,ALMA,MO,ALMA
11158,MO0540200,CONCORDIA,MO,CONCORDIA
11159,MO0540300,CORDER,MO,CORDER
11160,MO0540400,HIGGINSVILLE,MO,HIGGINSVILLE
11161,MO0540500,LEXINGTON,MO,LEXINGTON
11162,MO0540600,ODESSA,MO,ODESSA
11163,MO0540700,WAVERLY,MO,WAVERLY
11164,MO0540800,WELLINGTON,MO,WELLINGTON
11165,MO0540900,NAPOLEON,MO,NAPOLEON
11166,MO0541100,BATES CITY,MO,BATES CITY
11167,MO0541300,MAYVIEW,MO,MAYVIEW
11168,MO0541600,LAKE LAFAYETTE,MO,LAKE LAFAYETTE
11169,MO0550000,LAWRENCE,MO,MOUNT VERNON
11170,MO0550100,AURORA,MO,AURORA
11171,MO0550200,MARIONVILLE,MO,MARIONVILLE
11172,MO0550300,MILLER,MO,MILLER
11173,MO0550400,MOUNT VERNON,MO,MOUNT VERNON
11174,MO0550500,PIERCE CITY,MO,PIERCE CITY
11175,MO0551000,VERONA,MO,VERONA
11176,MO0560000,LEWIS,MO,MONTICELLO
11177,MO0560100,CANTON,MO,CANTON
11178,MO0560200,LA BELLE,MO,LA BELLE
11179,MO0560300,LA GRANGE,MO,LA GRANGE
11180,MO0570000,LINCOLN,MO,TROY
11181,MO0570100,ELSBERRY,MO,ELSBERRY
11182,MO0570200,OLD MONROE,MO,OLD MONROE
11183,MO0570300,SILEX,MO,SILEX
11184,MO0570400,TROY,MO,TROY
11185,MO0570500,WINFIELD,MO,WINFIELD
11186,MO0570600,FOLEY,MO,FOLEY
11187,MO0570700,HAWK POINT,MO,HAWK POINT
11188,MO0570800,MOSCOW MILLS,MO,MOSCOW MILLS
11189,MO0580000,LINN,MO,LINNEUS
11190,MO0580100,BROOKFIELD,MO,BROOKFIELD
11191,MO0580200,BUCKLIN,MO,BUCKLIN
11192,MO0580300,MARCELINE,MO,MARCELINE
11193,MO0590000,LIVINGSTON,MO,CHILLICOTHE
11194,MO0590100,CHILLICOTHE,MO,CHILLICOTHE
11195,MO0600000,MCDONALD,MO,PINEVILLE
11196,MO0600100,ANDERSON,MO,ANDERSON
11197,MO0600200,NOEL,MO,NOEL
11198,MO0600300,PINEVILLE,MO,PINEVILLE
11199,MO0600400,SOUTHWEST CITY,MO,SOUTH WEST CITY
11200,MO0600500,GOODMAN,MO,GOODMAN
11201,MO0600600,LANAGAN,MO,LANAGAN
11202,MO0610000,MACON,MO,MACON
11203,MO0610200,LA PLATA,MO,LA PLATA
11204,MO0610300,MACON,MO,MACON
11205,MO0620000,MADISON,MO,FREDERICKTOWN
11206,MO0620100,FREDERICKTOWN,MO,FREDERICKTOWN
11207,MO0620300,MARQUAND,MO,MARQUAND
11208,MO0630000,MARIES,MO,VIENNA
11209,MO0630100,BELLE,MO,BELLE
11210,MO0630400,VIENNA,MO,VIENNA
11211,MO0640000,MARION,MO,PALMYRA
11212,MO0640100,HANNIBAL,MO,HANNIBAL
11213,MO0640200,PALMYRA,MO,PALMYRA
11214,MO0650000,MERCER,MO,PRINCETON
11215,MO0660000,MILLER,MO,TUSCUMBIA
11216,MO0660100,ELDON,MO,ELDON
11217,MO0660200,IBERIA,MO,IBERIA
11218,MO0660300,LAKE OZARK,MO,LAKE OZARK
11219,MO0670000,MISSISSIPPI,MO,CHARLESTON
11220,MO0670100,CHARLESTON,MO,CHARLESTON
11221,MO0670200,EAST PRAIRIE,MO,EAST PRAIRIE
11222,MO0670400,BERTRAND,MO,BERTRAND
11223,MO0670600,,MO,WYATT
11224,MO0680000,MONITEAU,MO,CALIFORNIA
11225,MO0680100,CALIFORNIA,MO,CALIFORNIA
11226,MO0680200,TIPTON,MO,TIPTON
11227,MO0690000,MONROE,MO,PARIS
11228,MO0690200,MONROE CITY,MO,MONROE CITY
11229,MO0700000,MONTGOMERY,MO,MONTGOMERY CITY
11230,MO0700100,JONESBURG,MO,JONESBURG
11231,MO0700200,MONTGOMERY CITY,MO,MONTGOMERY CITY
11232,MO0700300,WELLSVILLE,MO,WELLSVILLE
11233,MO0700400,BELLFLOWER,MO,BELLFLOWER
11234,MO0700600,HIGH HILL,MO,HIGH HILL
11235,MO0700800,NEW FLORENCE,MO,NEW FLORENCE
11236,MO0710000,MORGAN,MO,VERSAILLES
11237,MO0710100,STOVER,MO,STOVER
11238,MO0710200,VERSAILLES,MO,VERSAILLES
11239,MO0710600,GRAVOIS MILLS,MO,GRAVOIS MILLS
11240,MO0710700,LAURIE,MO,LAURIE
11241,MO0720000,NEW MADRID,MO,NEW MADRID
